oiii_5007_flux,h_beta_flux,nii_6584_flux,h_alpha_flux,sii_6717_flux,sii_6731_flux,oi_6300_flux
1160.198,522.2233,208.1557,1723.995,269.2626,195.5095,58.55244
97.16582,215.2997,293.1895,844.6555,152.4361,116.6037,15.6871
61.25941,74.06583,212.9867,293.3138,93.27792,74.03043,29.61937
8.649563,20.23337,61.06014,111.0138,19.26577,10.44925,9.787925
25.34959,32.5485,70.35954,120.8675,47.13771,32.43184,13.5596
561.5907,645.5544,804.2243,2841.947,404.1979,299.2737,65.04372
28.3121,13.89489,83.32848,60.26378,35.85791,32.34938,5.962598
760.7967,607.7752,423.6633,2113.762,392.2079,280.5187,62.06431
19.18463,7.776226,75.76443,62.89764,32.25857,19.58574,7.403524
30.3855,32.46819,112.5784,139.252,43.13026,37.11396,21.04446
36.6278,15.36356,50.38806,48.13768,14.46608,12.57744,12.15967
23.84316,17.68197,32.32735,28.96715,11.3109,12.96794,9.092851
17.51591,24.67897,58.71886,77.08545,27.81918,23.03063,5.44728
2560.208,787.4175,189.5135,2462.096,276.3388,201.1633,60.78955
31.47267,119.1273,179.365,560.9762,93.08031,66.63871,10.31554
151.4399,162.9288,136.6896,570.0698,128.7086,88.92302,20.16449
50.18232,175.6906,244.2729,660.4893,128.5817,92.24723,22.64725
74.1772,50.52203,189.072,142.3004,71.94652,51.2947,15.13756
304.9574,121.1509,13.39829,339.1722,24.97809,17.69967,5.940858
52.86163,53.04148,146.4259,206.9146,68.21813,52.10844,14.76655
68.5317,27.05456,183.2019,124.617,80.95181,66.6282,30.03421
30.34559,71.69064,121.1532,241.2716,62.85496,43.39811,11.52342
236.5086,259.8119,218.9805,896.3016,153.6124,111.3421,25.86063
154.4777,109.4448,62.34596,330.4654,85.59886,58.2107,15.40419
26.34643,189.9782,295.334,810.049,113.6285,82.05981,13.92207
43.99214,181.5857,335.8112,812.5233,120.4131,90.20158,15.87534
22.07899,88.16052,123.1098,337.9222,62.17441,44.97052,8.033142
63.39122,228.4591,333.9123,896.1759,159.3109,114.0954,20.11445
582.5078,1376.924,2650.44,5056.438,630.6511,566.271,81.82576
31.85916,15.87562,56.77444,43.48663,17.32924,10.66998,10.02623
25.92243,11.00293,38.54263,37.18703,19.10189,8.514729,5.98265
36.476,158.0637,240.9313,734.7897,110.5217,78.63964,19.3513
116.5534,346.0038,998.1867,2325.982,410.6836,327.1727,60.35115
44.54421,19.14604,119.498,116.6502,55.16084,34.82245,15.92848
107.5646,702.7158,1216.78,3212.755,490.5292,372.7547,63.81887
23.76881,146.1979,233.337,689.7723,104.6663,83.14062,8.26899
164.2615,196.7742,158.092,654.3057,160.5137,106.1122,27.02404
2967.909,271.804,808.8988,1152.571,260.7144,246.5231,201.8359
29.7522,28.2916,93.23933,116.8745,38.62528,29.09871,13.43112
14.34847,8.120943,90.23996,69.47495,13.55336,10.83216,5.805961
1100.75,910.6827,1045.662,3617.051,476.2865,380.7847,102.5933
32.29059,170.4002,319.4336,875.9998,80.77234,65.04612,8.479101
82.78507,42.04572,120.5028,123.6446,46.74754,36.19873,7.12355
34.43409,176.2481,308.3253,847.9304,85.74249,60.05394,11.80813
88.78854,200.4931,617.6656,959.6478,213.3964,169.4376,51.22672
205.3492,162.267,111.2155,545.6057,137.6382,99.64741,27.69699
252.2529,210.507,143.0793,747.6257,136.4505,97.69031,26.40424
102.9174,448.4862,1350.249,3063.313,308.0804,263.0215,65.30643
52.99914,152.4456,217.4902,575.8658,127.6911,94.81342,23.25392
53.59863,56.66145,190.8679,187.2313,70.88721,55.97487,14.97659
222.6751,99.21267,27.13339,239.743,58.33498,34.7886,14.89478
55.96555,38.4575,127.5936,109.2587,49.85546,32.18285,18.38079
557.2987,1085.799,1167.61,3637.523,488.7212,333.6862,47.49611
27.35172,120.9282,298.6087,572.9971,83.82828,73.43244,20.36074
29.44276,62.62137,146.7943,287.7656,59.21327,40.48976,12.55593
27.83973,16.37811,127.5275,68.35902,39.83604,15.97215,23.63971
28.22839,34.53455,117.0805,144.3038,53.2631,27.09739,10.84007
32.05898,27.71394,42.09558,81.44006,30.21644,15.25838,6.541048
116.0937,196.7442,210.6369,754.7342,159.6479,109.0903,23.93939
89.87547,90.78182,223.1391,354.4307,116.094,95.90256,24.96848
12.67322,53.02131,105.5302,281.3352,28.65177,24.70417,5.768181
40.94163,18.89647,108.4642,64.83299,35.16697,28.23669,18.77041
19.61361,13.53571,31.38976,30.58628,7.544453,7.720181,5.322141
20.06319,10.64787,48.41737,31.28701,19.56742,14.26765,6.665484
16.57988,9.742063,80.37596,47.36932,29.42622,26.60209,16.17948
23.53766,90.07137,109.689,331.0806,49.83882,40.46456,8.667992
79.6545,129.6397,180.139,474.1544,92.81918,71.65839,17.25506
64.06118,203.0882,588.0723,1037.787,175.3084,129.1683,37.15757
31.44249,18.32781,76.41622,56.53535,20.96688,18.52595,10.87632
63.5655,102.0573,96.85467,361.3795,72.24746,46.91647,9.485232
12.86479,75.86572,147.1809,373.4382,38.37141,16.91292,9.295669
48.30386,20.9761,84.96357,66.4459,21.20892,22.77666,10.186
14.84261,10.94867,81.71819,103.8186,18.03814,18.15986,5.220076
49.14721,35.97784,116.2787,102.0996,54.49539,23.58642,13.3358
64.4914,208.2538,352.1449,891.8657,167.4413,120.6673,32.42493
145.8344,165.248,207.2988,568.633,124.6896,103.1677,30.03437
364.0407,403.4081,488.1856,1425.721,224.1345,171.978,33.27056
417.623,426.3409,2409.254,3026.863,503.0624,453.3756,132.6522
81.66056,127.7036,193.9785,475.5651,60.56879,51.78305,10.21011
6730.262,1677.751,478.9912,6309.905,473.657,366.9791,109.7699
105.7724,91.20052,206.2622,380.7593,89.46563,102.0992,113.8548
1984.097,1107.309,979.206,4032.767,539.6395,417.2616,99.43604
35.55573,18.82559,156.2386,140.9832,72.80511,59.0098,33.28229
17.6948,78.97942,115.6204,314.4669,43.04416,26.92585,9.321187
19.13711,87.80624,126.3609,342.8956,50.12823,33.70551,12.15423
21.95793,18.69061,10.73248,56.4185,25.06336,18.85034,10.03174
114.7739,188.217,186.922,685.4719,150.7547,107.2211,24.53009
68.15222,301.6301,686.8558,1071.441,96.22136,106.3433,18.74844
309.707,427.5739,493.3849,1739.969,305.4358,218.178,49.97077
57.87429,39.76495,56.65121,96.1325,42.69535,28.87028,16.50218
127.2202,177.1405,155.7978,616.1463,145.3339,100.4315,18.66966
24.31261,56.87502,97.92579,243.287,38.11992,27.75651,8.604665
32.90467,165.0425,289.9608,746.2933,122.1114,91.94064,19.24384
16.04883,126.1657,223.0323,571.9547,81.25534,64.96574,14.74079
759.6377,246.1532,76.56731,882.6288,107.5236,78.77703,21.64556
35.41956,81.05359,206.94,404.9799,73.86974,51.18442,18.11768
22.46818,14.50336,170.5899,113.9645,35.81328,31.10457,14.8278
16.72726,59.77094,83.93964,256.2667,34.5645,23.86715,5.370588
27.49167,21.28165,57.82585,48.28148,20.73265,16.99776,5.774626
192.5694,569.2949,2174.368,3075.219,528.8395,472.0144,144.836
54.78497,28.15172,67.5708,88.69688,32.47604,24.30719,11.73066
14.04545,35.9087,64.96559,177.2244,22.50989,14.89228,11.52823
28.16752,185.2534,246.9152,705.3521,77.10395,54.46658,7.848462
1298.928,444.8247,118.881,1641.823,203.1116,139.5516,34.06793
138.9189,97.62891,92.96542,308.048,98.56789,72.32613,24.50641
131.6465,724.1705,1553.754,3579.05,525.8463,412.089,83.20178
239.7495,94.73676,279.5305,400.2584,57.50573,40.81082,18.63896
4660.426,1471.912,493.8816,4551.774,380.1281,284.1164,51.77285
46.01148,42.62577,257.2091,194.0474,90.81583,73.73273,26.78569
46.90274,9.672657,42.7284,39.04778,20.74721,19.00841,5.359625
32.04361,82.39867,237.8049,398.3238,87.01521,60.72778,18.7191
426.1206,47.10945,190.0522,168.9441,71.0894,55.18333,28.21596
32.10681,42.6584,125.4423,182.7064,39.83827,25.44315,9.577909
319.9001,290.4603,205.8451,948.8728,209.3057,136.4209,29.27422
275.1632,959.0529,1765.966,3496.377,455.9584,392.9815,62.53105
41.30169,21.42169,72.72407,69.82736,31.72483,21.47515,14.20901
421.0297,188.7907,759.7391,831.0839,256.0608,216.0906,92.9155
43.09167,32.97902,72.66456,77.6101,22.19014,20.23169,11.8588
70.55915,55.16945,122.0263,120.0731,54.92015,34.46506,30.9625
315.6517,702.2008,1615.861,2864.718,302.8581,306.1565,46.88427
28.50821,97.77216,193.5407,482.182,63.50278,44.29181,17.91547
63.07755,132.4218,156.637,491.6587,109.933,74.22176,12.32319
40.92608,22.0776,54.12301,54.62468,17.75844,10.80738,13.57036
43.85495,87.34399,123.0559,366.3345,70.22921,47.9111,13.79323
2347.316,215.6491,799.0045,800.2113,231.0832,231.1336,132.352
19.54697,25.46558,61.61678,87.55781,33.35132,23.45704,6.858337
40.56483,127.3429,216.6936,551.5992,72.5585,56.29515,15.33853
57.61444,171.0847,211.5552,639.3955,116.1254,82.65656,14.74629
18.50792,19.63126,83.82781,76.7273,44.13392,28.91366,11.44156
312.8153,151.7197,61.57059,465.8723,86.04062,60.58981,18.76576
64.17977,64.23512,116.9013,124.7011,37.1772,23.97006,12.00182
311.1407,276.2987,245.1942,1035.727,209.1237,146.6729,34.47929
616.3115,254.9933,78.16273,653.0706,97.48576,76.10934,16.078
79.49123,247.0405,394.6677,1010.556,168.861,124.8534,30.76588
306.901,200.7812,150.2906,752.9589,136.1553,102.5007,31.4313
26.98165,120.3134,190.9587,515.228,102.9552,80.44106,14.4922
73.33718,147.5105,190.5615,555.4874,153.2633,121.6213,22.67545
48.10091,26.47335,105.0975,59.40418,23.96293,22.89322,7.84776
22.01981,42.18907,412.843,451.2279,80.60492,56.48545,29.47966
211.072,176.5294,117.0283,572.7986,117.8665,83.36478,21.39838
28.30895,68.46895,270.8988,437.1927,80.74818,65.34564,17.34287
168.8226,97.37383,274.9817,422.5493,94.67411,72.15649,30.73337
5753.242,1647.41,600.5206,5746.424,482.4842,372.5882,151.9342
302.6444,335.925,838.9473,1412.962,297.5941,263.6111,48.53535
27.64639,46.34148,173.1519,342.8486,43.96215,35.70046,17.81931
132.2901,229.3276,453.5329,1242.547,259.9126,192.8481,60.68921
107.0378,305.6552,445.9548,1250.716,229.0943,164.8811,26.87515
21.26711,16.2494,51.51442,52.35287,20.16741,18.28984,5.089896
63.14254,196.8303,452.7077,898.472,132.02,125.4704,22.94209
326.6642,37.61515,265.3893,160.4336,71.66425,69.0122,39.66473
87.47356,163.588,261.3551,749.6528,139.5943,96.12341,19.28479
66.4279,116.339,185.287,418.099,90.82133,61.62784,14.45633
27.67723,27.20858,17.30563,48.41183,15.64792,5.419123,9.014414
15.54541,30.59215,87.43902,118.8214,28.23,19.97797,8.948199
33.97807,10.92225,91.08414,80.16183,27.64514,25.94017,12.64657
34.48686,110.2936,157.6715,363.7332,68.72485,46.39971,12.78889
46.98502,120.836,292.2526,596.7358,84.78178,75.25085,25.46666
158.5683,175.017,347.8991,699.0005,72.70463,67.41228,18.14657
48.79184,141.3858,304.6176,597.3469,94.77624,81.41685,14.24189
109.2741,261.7561,370.466,1025.926,217.8246,169.743,36.03419
10.83821,47.12272,79.49867,255.8398,26.43532,17.64246,7.354753
31.11796,102.6331,172.4319,428.7369,88.00308,63.84465,9.377344
26.47281,11.74046,74.16917,39.48095,28.32106,15.73244,8.976687
137.0189,672.5318,1183.314,3259.652,523.9809,385.6192,57.42812
336.664,216.3694,155.5354,770.23,145.4026,107.8144,35.75906
17.49798,84.21989,153.9172,391.6979,67.43446,47.47672,9.466796
18.11846,103.7489,170.8377,493.308,63.7446,44.79415,11.79528
146.2976,158.7831,199.0665,694.4432,112.3734,88.57287,19.31467
16.26701,22.00142,36.98994,40.94378,18.72181,10.95779,9.084918
259.5525,1035.821,2067.57,4047.246,766.2595,628.0088,96.08398
655.585,191.2649,1278.973,1547.495,322.0536,285.7906,218.7381
89.01534,241.5412,321.0859,957.906,181.7433,131.2001,20.10811
23.34476,11.13788,97.84476,32.22345,27.36543,17.54015,9.250038
1079.726,858.4644,395.7895,2872.778,318.4106,224.2152,27.91212
29.39321,44.72496,203.4165,268.1118,65.54174,49.3922,16.77712
28.5414,107.9164,261.1261,605.5788,84.68262,66.32148,19.08862
15.26523,54.30146,127.8615,200.5268,41.78168,29.60135,8.953006
31.10714,105.3449,187.5107,425.6043,78.80504,54.58802,15.34975
22.54327,36.41227,80.48284,125.9114,29.3099,28.07966,5.155257
38.43294,20.60635,73.87966,77.33936,53.12932,31.65166,20.22348
123.9692,205.7642,191.9763,691.8221,137.9725,95.81312,19.24751
21.01578,11.26153,31.38042,30.05235,14.12587,15.71352,8.426631
222.4249,151.4984,108.2223,549.6696,127.3867,87.36116,24.22137
32.43783,71.66716,172.1809,324.6769,54.43902,43.37678,13.08858
28.34882,27.15555,72.65715,124.6181,28.38089,22.27587,6.689191
95.57599,180.1997,228.4013,744.0239,157.4993,111.7143,29.43338
92.65105,36.85578,86.08528,143.5525,54.12289,43.0943,23.17146
33.48241,29.89732,162.1214,144.931,43.98126,32.61189,14.86342
797.8801,89.22804,1051.947,556.9174,172.9894,173.8058,112.7249
132.1603,35.29103,72.26107,124.904,33.46331,30.55164,16.11983
524.9726,231.481,64.21719,715.2476,104.6164,73.48489,12.65794
230.8413,133.1075,70.82819,489.6967,108.9394,78.40181,16.3925
689.8163,485.1423,484.3201,1947.103,258.2515,196.1647,47.31327
15.99252,76.62292,132.287,333.474,52.97488,34.98742,8.151124
40.04869,14.17881,191.8857,90.46664,56.64938,50.14742,26.36176
76.82552,93.83557,59.84914,264.0165,61.02396,45.15055,12.19041
24.20617,9.281008,65.36334,61.75452,23.48059,13.15236,17.22004
21.54889,64.36043,178.3999,422.0477,73.82254,59.55731,14.67787
31.6453,181.3094,302.1692,863.3817,91.44595,69.99536,14.67293
27.08034,23.58102,106.1788,93.61237,48.47897,26.23268,13.56764
205.7037,241.5128,274.2111,1031.648,205.3255,143.22,39.99166
25.53611,107.0514,256.4525,571.6027,63.32719,53.07991,11.3121
97.41497,172.6171,218.7388,756.0655,139.1631,99.22698,24.86568
82.37911,76.04777,59.76085,249.6019,68.88004,58.76896,9.451219
210.1498,663.3504,1449.795,2765.524,384.8026,370.2881,56.3979
105.352,39.83431,180.0612,134.2088,86.11957,49.41088,11.59355
24.57403,14.56826,70.2916,53.54731,26.89005,10.50425,7.25127
64.55792,91.0807,289.0194,557.7841,99.00831,69.86336,26.95279
35.63805,19.04524,122.2265,105.5141,58.65206,40.45805,22.67813
22.65413,101.0195,153.6521,416.3431,66.20773,51.16647,8.801321
1468.227,461.1592,2299.643,1944.377,721.9612,653.2195,238.894
258.7959,151.3136,690.7801,532.2633,344.5776,256.2295,108.6782
303.9257,341.0713,450.1392,1346.225,177.2494,155.29,29.86518
36.00724,131.3017,276.0576,566.178,85.65934,67.32372,16.90316
81.22295,415.561,684.2579,1878.85,304.7654,238.4517,33.27135
17.3253,57.15825,103.6947,282.6205,60.83054,43.26967,6.29709
31.56933,163.861,323.5932,792.2402,114.146,88.45159,18.7618
24.92704,16.58537,47.91357,66.29092,32.14582,13.42486,15.11069
23.72903,33.04959,70.0984,102.1102,21.58625,11.83901,6.581627
45.04678,210.0175,435.8667,1183.51,167.4074,126.4996,29.15671
235.3768,371.7009,404.9071,1427.681,297.7603,209.7338,48.01693
16.50318,13.3479,65.5036,57.64057,27.68952,9.483426,5.681131
192.0123,308.2768,322.0569,1253.56,249.3223,176.416,22.92426
84.41454,236.1388,638.2371,1346.779,254.425,202.2034,43.31637
58.10034,91.0667,424.1874,585.4905,127.7957,103.202,32.83707
20.767,29.63684,35.61106,64.30557,23.59532,8.666954,17.7159
37.90834,17.15872,61.65302,82.70077,8.898496,14.03778,7.74629
71.30759,45.36202,110.1761,113.0721,56.75128,44.81818,17.47428
78.66589,333.959,514.2973,1421.294,199.573,149.3151,25.81632
36.49143,15.57631,54.42576,43.16167,24.39804,8.210295,6.293656
23.08621,123.1863,195.8484,624.5438,58.90033,46.70005,8.513653
56.30319,25.27968,170.9952,107.6561,55.3444,30.56816,16.85248
146.437,190.1035,365.3121,777.9537,152.5034,109.8237,28.82084
88.0052,235.2361,646.3789,1207.912,227.6254,171.9117,54.64592
20.66159,11.65704,64.18343,44.38579,25.52293,24.33483,10.74805
389.1426,843.3834,1000.42,3168.98,423.4551,325.5623,32.09072
23.64433,29.14953,91.15688,133.1661,33.67894,17.6682,13.25543
12.01256,42.0092,67.15041,175.8172,14.03325,12.02708,6.216896
26.9962,51.37855,143.5128,215.8385,48.58652,36.26628,14.41311
42.26296,44.2135,116.05,130.0835,69.48214,52.93543,15.21914
291.9991,430.1465,475.9105,1722.051,325.2457,218.0245,39.55742
17.80031,38.18829,128.9171,212.9478,50.7936,39.63662,13.74079
25.54874,94.67877,274.1087,495.3732,66.22483,58.05224,10.7597
84.08781,483.0927,1095.594,2386.757,308.9043,255.559,45.01218
26.81895,100.5862,393.7742,489.2697,52.2455,59.24632,8.710869
104.9868,71.7698,210.7437,342.4246,146.9517,107.3929,32.56525
248.5398,352.8728,366.8965,1388.258,217.7157,151.3763,33.99467
231.868,161.3401,113.8047,673.5473,138.159,96.30755,24.30356
77.0885,178.3403,234.188,690.306,142.4313,105.931,20.28077
66.46139,33.95971,175.7813,118.4376,94.12501,66.14137,19.90853
205.0497,478.0357,503.7881,1702.6,340.6997,245.0435,43.36317
27.32053,168.5994,295.5228,846.4676,89.7543,62.88607,18.51735
138.4218,117.6685,303.1298,484.5318,101.4888,83.86957,8.836411
120.3182,487.09,2133.795,3987.79,583.03,518.9119,96.6712
913.4685,394.7926,134.4705,1354.026,198.6222,141.471,40.85122
28.89792,184.105,320.401,933.9996,107.7272,83.5035,20.08328
425.8378,493.2803,555.3116,1982.005,312.4731,233.1067,36.79779
74.26131,45.02242,138.6094,162.7349,74.8166,53.34603,14.55468
58.42033,21.16396,149.4252,118.157,62.19289,52.00516,18.18778
49.3305,30.08341,85.83916,93.46997,45.61523,43.14548,11.30384
5.673664,10.37313,65.57567,79.31003,19.701,12.65053,6.211131
370.8294,185.4991,1017.009,805.1729,528.5022,431.6075,289.9897
73.33644,29.68082,183.4861,151.4769,94.78161,64.88981,39.10222
336.1831,646.0024,980.4044,2661.329,392.7746,283.7167,57.41358
90.60509,324.9533,821.3151,1502.382,253.4142,195.2053,39.05323
292.7055,291.0051,210.2412,1094.519,221.9708,165.0273,32.12285
227.4917,44.27446,211.8901,187.61,56.4372,43.05576,27.51717
89.85257,151.732,194.684,560.7237,110.8749,79.51969,13.97227
31.30013,22.24529,91.37885,131.9241,44.58451,29.07963,8.244215
397.2525,337.4266,290.5977,1177.738,291.5066,210.109,57.72458
88.7822,64.62541,135.8652,183.0829,94.64476,47.50502,38.72451
135.2461,448.2184,686.6816,1795.774,294.9868,215.2657,42.8874
627.467,753.4238,544.0208,2624.126,456.5554,331.3509,55.71542
52.27534,166.1717,323.6241,668.4799,87.6267,72.16849,13.90585
16.95398,19.58001,18.54353,52.77816,18.87018,11.46473,7.739873
20.39137,33.95468,111.6467,122.2704,51.84286,31.89218,13.82902
25.51846,29.23602,104.9608,133.8833,27.36437,21.14291,9.22927
31.82606,28.8765,91.87359,137.671,47.60583,35.64218,13.26168
11.05903,56.18089,92.83325,267.8794,48.22599,29.69198,7.861707
55.7671,9.695981,42.10043,55.77619,24.67498,13.52989,8.801802
66.49328,187.6453,236.2516,689.4526,131.1653,97.27497,20.01809
15.35479,7.797653,39.21085,29.10884,18.79472,12.78495,7.926028
27.03584,7.595894,41.79674,40.20842,22.24918,20.10674,10.20287
28.57696,27.0145,23.77092,51.13229,15.98815,6.640094,8.110127
42.73541,123.0047,348.3691,653.151,114.6887,90.93698,22.99192
23.71165,8.565651,52.16322,34.77271,24.22695,13.67677,10.40193
31.22731,146.9138,228.666,614.108,82.16835,59.89265,14.34495
370.7757,161.5076,56.35065,526.368,95.15412,62.66889,18.18003
648.4505,320.3378,150.0878,1111.494,209.0786,141.6473,38.34926
132.6664,113.1752,253.2686,284.8989,148.8468,100.0305,46.72296
47.44263,58.91955,163.8547,127.0311,53.18255,34.77792,7.781118
15.23138,132.1939,239.6252,553.6341,71.35585,64.38365,13.28807
82.03083,80.1528,346.345,206.8088,114.8774,83.39323,20.75947
11.08328,59.57718,115.5444,301.0193,42.78087,31.16083,5.077615
129.9314,255.4269,600.7103,1321.86,324.3663,230.9941,50.78205
46.2746,9.424568,173.5117,84.86922,37.09605,30.80225,14.71059
73.51758,94.94678,610.3235,751.6233,165.7151,135.0077,46.71804
115.2825,625.2894,1403.177,3256.312,399.003,328.7652,51.35825
107.2296,39.84192,200.9648,129.8852,82.94354,65.86443,25.95792
51.34852,42.60947,79.61932,90.2617,10.94677,21.67603,9.803465
349.3625,319.1765,471.0834,1315.586,258.0706,188.2974,52.98696
88.54162,241.4399,421.0887,1128.345,157.9366,118.6992,32.13816
54.49427,304.2815,864.7708,2381.719,271.1507,213.5433,41.6408
29.49421,16.15899,189.9215,112.6092,57.40334,32.72546,27.43267
131.162,265.7249,448.4168,1116.942,254.4282,196.3219,44.0297
104.4408,262.5513,298.1272,989.4299,198.1693,145.8613,22.05857
194.711,203.9776,343.5944,722.4033,153.0349,112.3508,21.18917
40.27005,178.0847,421.0007,771.5398,108.352,98.48621,19.92965
980.0258,212.7752,838.5966,1127.607,192.279,181.9049,80.74145
85.07778,245.632,524.413,997.5173,174.3612,134.2428,26.48257
57.73448,32.82286,188.2849,124.0651,85.79298,64.09188,28.19733
